Estação ,Sensores ,Data Hora,Valor ,,,,,
ACARAU,Rad. Inc. total (MJ/m2),2013-04-10 21:00:00,0.35,,,,,
ACARAU,Pressão atmosférica (hPa),2013-04-10 21:00:00,1010.50,,,,,
ACARAU,Precipit. Pluviométrica (mm),2013-04-10 21:00:00,0.40,,,,,
ACARAU,Direção do vento (graus),2013-04-10 21:00:00,0.00,,,,,
SAO GONCALO,Veloc. do vento media 10m (m/s),2013-04-11 00:00:00,0.00,,,,,
SAO GONCALO,Umidade Relativa (%),2013-04-11 00:00:00,0.00,,,,,
SAO GONCALO,Temp. do Ar (ºC),2013-04-11 00:00:00,0.00,,,,,
SAO GONCALO,Rad. Inc. total (MJ/m2),2013-04-11 00:00:00,0.00,,,,,
SAO GONCALO,Pressão atmosférica (hPa),2013-04-11 00:00:00,850.00,,,,,
SAO GONCALO,Precipit. Pluviométrica (mm),2013-04-11 00:00:00,0.00,,,,,
SAO GONCALO,Direção do vento (graus),2013-04-11 00:00:00,0.00,,,,,
SANTA QUITERIA,Veloc. do vento media 10m (m/s),2013-04-11 00:00:00,0.00,,,,,
SANTA QUITERIA,Umidade Relativa (%),2013-04-11 00:00:00,0.00,,,,,
SANTA QUITERIA,Temp. do Ar (ºC),2013-04-11 00:00:00,0.00,,,,,
SANTA QUITERIA,Rad. Inc. total (MJ/m2),2013-04-11 00:00:00,0.00,,,,,
SANTA QUITERIA,Pressão atmosférica (hPa),2013-04-11 00:00:00,850.00,,,,,
SANTA QUITERIA,Precipit. Pluviométrica (mm),2013-04-11 00:00:00,0.00,,,,,
SANTA QUITERIA,Direção do vento (graus),2013-04-11 00:00:00,0.00,,,,,
ARATUBA,Veloc. do vento media 10m (m/s),2013-04-11 00:00:00,1.80,,,,,
ARATUBA,Umidade Relativa (%),2013-04-11 00:00:00,22.40,,,,,
ARATUBA,Temp. do Ar (ºC),2013-04-11 00:00:00,51.10,,,,,
ARATUBA,Rad. Inc. total (MJ/m2),2013-04-11 00:00:00,0.00,,,,,
ARATUBA,Pressão atmosférica (hPa),2013-04-11 00:00:00,920.10,,,,,
ARATUBA,Precipit. Pluviométrica (mm),2013-04-11 00:00:00,0.00,,,,,
ARATUBA,Direção do vento (graus),2013-04-11 00:00:00,90.00,,,,,
CANINDE-CANGATI,Veloc. do vento media 10m (m/s),2013-04-11 00:00:00,2.70,,,,,
CANINDE-CANGATI,Umidade Relativa (%),2013-04-11 00:00:00,27.20,,,,,
CANINDE-CANGATI,Temp. do Ar (ºC),2013-04-11 00:00:00,2.60,,,,,
CANINDE-CANGATI,Rad. Inc. total (MJ/m2),2013-04-11 00:00:00,0.00,,,,,
CANINDE-CANGATI,Pressão atmosférica (hPa),2013-04-11 00:00:00,980.20,,,,,
CANINDE-CANGATI,Precipit. Pluviométrica (mm),2013-04-11 00:00:00,0.00,,,,,
CANINDE-CANGATI,Direção do vento (graus),2013-04-11 00:00:00,78.00,,,,,
SOBRAL,Veloc. do vento media 10m (m/s),2013-04-11 00:00:00,27.20,,,,,
SOBRAL,Umidade Relativa (%),2013-04-11 00:00:00,100.80,,,,,
SOBRAL,Temp. do Ar (ºC),2013-04-11 00:00:00,42.80,,,,,
SOBRAL,Rad. Inc. total (MJ/m2),2013-04-11 00:00:00,0.00,,,,,
SOBRAL,Pressão atmosférica (hPa),2013-04-11 00:00:00,853.10,,,,,
SOBRAL,Precipit. Pluviométrica (mm),2013-04-11 00:00:00,0.00,,,,,
SOBRAL,Direção do vento (graus),2013-04-11 00:00:00,0.00,,,,,
MARANGUAPE,Veloc. do vento media 10m (m/s),2013-04-11 00:00:00,1.70,,,,,
MARANGUAPE,Umidade Relativa (%),2013-04-11 00:00:00,100.80,,,,,
MARANGUAPE,Temp. do Ar (ºC),2013-04-11 00:00:00,51.10,,,,,
MARANGUAPE,Rad. Inc. total (MJ/m2),2013-04-11 00:00:00,0.00,,,,,
MARANGUAPE,Pressão atmosférica (hPa),2013-04-11 00:00:00,996.00,,,,,
MARANGUAPE,Precipit. Pluviométrica (mm),2013-04-11 00:00:00,0.00,,,,,
MARANGUAPE,Direção do vento (graus),2013-04-11 00:00:00,99.00,,,,,
CAUCAIA,Veloc. do vento media 10m (m/s),2013-04-11 00:00:00,1.30,,,,,
CAUCAIA,Umidade Relativa (%),2013-04-11 00:00:00,100.80,,,,,
CAUCAIA,Temp. do Ar (ºC),2013-04-11 00:00:00,16.30,,,,,
CAUCAIA,Rad. Inc. total (MJ/m2),2013-04-11 00:00:00,0.00,,,,,
CAUCAIA,Pressão atmosférica (hPa),2013-04-11 00:00:00,1005.80,,,,,
CAUCAIA,Precipit. Pluviométrica (mm),2013-04-11 00:00:00,0.00,,,,,
CAUCAIA,Direção do vento (graus),2013-04-11 00:00:00,39.00,,,,,
PENTECOSTE,Veloc. do vento media 10m (m/s),2013-04-11 00:00:00,0.00,,,,,
PENTECOSTE,Umidade Relativa (%),2013-04-11 00:00:00,62.40,,,,,
PENTECOSTE,Temp. do Ar (ºC),2013-04-11 00:00:00,26.90,,,,,
PENTECOSTE,Rad. Inc. total (MJ/m2),2013-04-11 00:00:00,0.00,,,,,
PENTECOSTE,Pressão atmosférica (hPa),2013-04-11 00:00:00,1003.10,,,,,
PENTECOSTE,Precipit. Pluviométrica (mm),2013-04-11 00:00:00,0.00,,,,,
PENTECOSTE,Direção do vento (graus),2013-04-11 00:00:00,0.00,,,,,
PEDRA BRANCA,Veloc. do vento media 10m (m/s),2013-04-11 00:00:00,0.00,,,,,
PEDRA BRANCA,Umidade Relativa (%),2013-04-11 00:00:00,67.20,,,,,
PEDRA BRANCA,Temp. do Ar (ºC),2013-04-11 00:00:00,24.90,,,,,
PEDRA BRANCA,Rad. Inc. total (MJ/m2),2013-04-11 00:00:00,0.00,,,,,
PEDRA BRANCA,Pressão atmosférica (hPa),2013-04-11 00:00:00,952.60,,,,,
PEDRA BRANCA,Precipit. Pluviométrica (mm),2013-04-11 00:00:00,0.00,,,,,
PEDRA BRANCA,Direção do vento (graus),2013-04-11 00:00:00,0.00,,,,,
ITATIRA,Veloc. do vento media 10m (m/s),2013-04-11 00:00:00,0.00,,,,,
ITATIRA,Umidade Relativa (%),2013-04-11 00:00:00,0.00,,,,,
ITATIRA,Temp. do Ar (ºC),2013-04-11 00:00:00,0.00,,,,,
ITATIRA,Rad. Inc. total (MJ/m2),2013-04-11 00:00:00,0.00,,,,,
ITATIRA,Pressão atmosférica (hPa),2013-04-11 00:00:00,850.00,,,,,
ITATIRA,Precipit. Pluviométrica (mm),2013-04-11 00:00:00,0.00,,,,,
ITATIRA,Direção do vento (graus),2013-04-11 00:00:00,0.00,,,,,
AIUABA,Veloc. do vento media 10m (m/s),2013-04-11 00:00:00,0.00,,,,,
AIUABA,Umidade Relativa (%),2013-04-11 00:00:00,70.40,,,,,
AIUABA,Temp. do Ar (ºC),2013-04-11 00:00:00,22.10,,,,,
AIUABA,Rad. Inc. total (MJ/m2),2013-04-11 00:00:00,0.00,,,,,
AIUABA,Pressão atmosférica (hPa),2013-04-11 00:00:00,951.00,,,,,
AIUABA,Precipit. Pluviométrica (mm),2013-04-11 00:00:00,0.00,,,,,
AIUABA,Direção do vento (graus),2013-04-11 00:00:00,0.00,,,,,
UBAJARA,Veloc. do vento media 10m (m/s),2013-04-11 00:00:00,5.00,,,,,
UBAJARA,Umidade Relativa (%),2013-04-11 00:00:00,86.40,,,,,
UBAJARA,Temp. do Ar (ºC),2013-04-11 00:00:00,22.10,,,,,
UBAJARA,Rad. Inc. total (MJ/m2),2013-04-11 00:00:00,0.00,,,,,
UBAJARA,Pressão atmosférica (hPa),2013-04-11 00:00:00,929.10,,,,,
UBAJARA,Precipit. Pluviométrica (mm),2013-04-11 00:00:00,0.00,,,,,
UBAJARA,Direção do vento (graus),2013-04-11 00:00:00,15.00,,,,,
TABULEIRO DO NORTE,Veloc. do vento media 10m (m/s),2013-04-11 00:00:00,0.00,,,,,
TABULEIRO DO NORTE,Umidade Relativa (%),2013-04-11 00:00:00,62.40,,,,,
TABULEIRO DO NORTE,Temp. do Ar (ºC),2013-04-11 00:00:00,28.60,,,,,
TABULEIRO DO NORTE,Rad. Inc. total (MJ/m2),2013-04-11 00:00:00,0.00,,,,,
TABULEIRO DO NORTE,Pressão atmosférica (hPa),2013-04-11 00:00:00,998.80,,,,,
TABULEIRO DO NORTE,Precipit. Pluviométrica (mm),2013-04-11 00:00:00,0.00,,,,,
TABULEIRO DO NORTE,Direção do vento (graus),2013-04-11 00:00:00,0.00,,,,,
SAO BENEDITO,Veloc. do vento media 10m (m/s),2013-04-11 00:00:00,0.00,,,,,
SAO BENEDITO,Umidade Relativa (%),2013-04-11 00:00:00,76.80,,,,,
SAO BENEDITO,Temp. do Ar (ºC),2013-04-11 00:00:00,8.90,,,,,
SAO BENEDITO,Rad. Inc. total (MJ/m2),2013-04-11 00:00:00,0.00,,,,,
SAO BENEDITO,Pressão atmosférica (hPa),2013-04-11 00:00:00,913.30,,,,,
SAO BENEDITO,Precipit. Pluviométrica (mm),2013-04-11 00:00:00,0.00,,,,,
SAO BENEDITO,Direção do vento (graus),2013-04-11 00:00:00,0.00,,,,,
QUIXERAMOBIM,Veloc. do vento media 10m (m/s),2013-04-11 00:00:00,4.80,,,,,
QUIXERAMOBIM,Umidade Relativa (%),2013-04-11 00:00:00,28.80,,,,,
QUIXERAMOBIM,Temp. do Ar (ºC),2013-04-11 00:00:00,51.10,,,,,
QUIXERAMOBIM,Rad. Inc. total (MJ/m2),2013-04-11 00:00:00,0.00,,,,,
QUIXERAMOBIM,Pressão atmosférica (hPa),2013-04-11 00:00:00,984.90,,,,,
QUIXERAMOBIM,Precipit. Pluviométrica (mm),2013-04-11 00:00:00,0.00,,,,,
QUIXERAMOBIM,Direção do vento (graus),2013-04-11 00:00:00,36.00,,,,,
QUIXADA,Veloc. do vento media 10m (m/s),2013-04-11 00:00:00,3.80,,,,,
QUIXADA,Umidade Relativa (%),2013-04-11 00:00:00,27.20,,,,,
QUIXADA,Temp. do Ar (ºC),2013-04-11 00:00:00,51.10,,,,,
QUIXADA,Rad. Inc. total (MJ/m2),2013-04-11 00:00:00,0.00,,,,,
QUIXADA,Pressão atmosférica (hPa),2013-04-11 00:00:00,987.10,,,,,
QUIXADA,Precipit. Pluviométrica (mm),2013-04-11 00:00:00,0.00,,,,,
QUIXADA,Direção do vento (graus),2013-04-11 00:00:00,27.00,,,,,
LAVRAS DA MANGABEIRA,Veloc. do vento media 10m (m/s),2013-04-11 00:00:00,0.00,,,,,
LAVRAS DA MANGABEIRA,Umidade Relativa (%),2013-04-11 00:00:00,76.80,,,,,
LAVRAS DA MANGABEIRA,Temp. do Ar (ºC),2013-04-11 00:00:00,24.80,,,,,
LAVRAS DA MANGABEIRA,Rad. Inc. total (MJ/m2),2013-04-11 00:00:00,1.22,,,,,
LAVRAS DA MANGABEIRA,Pressão atmosférica (hPa),2013-04-11 00:00:00,978.40,,,,,
LAVRAS DA MANGABEIRA,Precipit. Pluviométrica (mm),2013-04-11 00:00:00,0.00,,,,,
LAVRAS DA MANGABEIRA,Direção do vento (graus),2013-04-11 00:00:00,0.00,,,,,
JERICOACOARA,Veloc. do vento media 10m (m/s),2013-04-11 00:00:00,0.00,,,,,
JERICOACOARA,Umidade Relativa (%),2013-04-11 00:00:00,83.20,,,,,
JERICOACOARA,Temp. do Ar (ºC),2013-04-11 00:00:00,26.10,,,,,
JERICOACOARA,Rad. Inc. total (MJ/m2),2013-04-11 00:00:00,8.21,,,,,
JERICOACOARA,Pressão atmosférica (hPa),2013-04-11 00:00:00,1013.20,,,,,
JERICOACOARA,Precipit. Pluviométrica (mm),2013-04-11 00:00:00,0.00,,,,,
JERICOACOARA,Direção do vento (graus),2013-04-11 00:00:00,0.00,,,,,
JAGUARUANA,Veloc. do vento media 10m (m/s),2013-04-11 00:00:00,0.00,,,,,
JAGUARUANA,Umidade Relativa (%),2013-04-11 00:00:00,78.40,,,,,
JAGUARUANA,Temp. do Ar (ºC),2013-04-11 00:00:00,24.20,,,,,
JAGUARUANA,Rad. Inc. total (MJ/m2),2013-04-11 00:00:00,0.00,,,,,
JAGUARUANA,Pressão atmosférica (hPa),2013-04-11 00:00:00,1011.00,,,,,
JAGUARUANA,Precipit. Pluviométrica (mm),2013-04-11 00:00:00,0.00,,,,,
JAGUARUANA,Direção do vento (graus),2013-04-11 00:00:00,0.00,,,,,
ITAPIPOCA,Veloc. do vento media 10m (m/s),2013-04-11 00:00:00,3.80,,,,,
ITAPIPOCA,Umidade Relativa (%),2013-04-11 00:00:00,100.80,,,,,
ITAPIPOCA,Temp. do Ar (ºC),2013-04-11 00:00:00,18.70,,,,,
ITAPIPOCA,Rad. Inc. total (MJ/m2),2013-04-11 00:00:00,0.00,,,,,
ITAPIPOCA,Pressão atmosférica (hPa),2013-04-11 00:00:00,1054.70,,,,,
ITAPIPOCA,Precipit. Pluviométrica (mm),2013-04-11 00:00:00,18.60,,,,,
ITAPIPOCA,Direção do vento (graus),2013-04-11 00:00:00,297.00,,,,,
IGUATU,Veloc. do vento media 10m (m/s),2013-04-11 00:00:00,0.00,,,,,
IGUATU,Umidade Relativa (%),2013-04-11 00:00:00,54.40,,,,,
IGUATU,Temp. do Ar (ºC),2013-04-11 00:00:00,27.00,,,,,
IGUATU,Rad. Inc. total (MJ/m2),2013-04-11 00:00:00,0.00,,,,,
IGUATU,Pressão atmosférica (hPa),2013-04-11 00:00:00,985.60,,,,,
IGUATU,Precipit. Pluviométrica (mm),2013-04-11 00:00:00,0.00,,,,,
IGUATU,Direção do vento (graus),2013-04-11 00:00:00,0.00,,,,,
IBARETAMA,Veloc. do vento media 10m (m/s),2013-04-11 00:00:00,0.00,,,,,
IBARETAMA,Umidade Relativa (%),2013-04-11 00:00:00,9.60,,,,,
IBARETAMA,Temp. do Ar (ºC),2013-04-11 00:00:00,20.90,,,,,
IBARETAMA,Rad. Inc. total (MJ/m2),2013-04-11 00:00:00,0.00,,,,,
IBARETAMA,Pressão atmosférica (hPa),2013-04-11 00:00:00,1054.70,,,,,
IBARETAMA,Precipit. Pluviométrica (mm),2013-04-11 00:00:00,0.00,,,,,
IBARETAMA,Direção do vento (graus),2013-04-11 00:00:00,0.00,,,,,
CRATO,Veloc. do vento media 10m (m/s),2013-04-11 00:00:00,0.00,,,,,
CRATO,Umidade Relativa (%),2013-04-11 00:00:00,92.80,,,,,
CRATO,Temp. do Ar (ºC),2013-04-11 00:00:00,15.80,,,,,
CRATO,Rad. Inc. total (MJ/m2),2013-04-11 00:00:00,0.00,,,,,
CRATO,Pressão atmosférica (hPa),2013-04-11 00:00:00,912.70,,,,,
CRATO,Precipit. Pluviométrica (mm),2013-04-11 00:00:00,0.00,,,,,
CRATO,Direção do vento (graus),2013-04-11 00:00:00,9.00,,,,,
CEDRO,Veloc. do vento media 10m (m/s),2013-04-11 00:00:00,0.50,,,,,
CEDRO,Umidade Relativa (%),2013-04-11 00:00:00,83.20,,,,,
CEDRO,Temp. do Ar (ºC),2013-04-11 00:00:00,23.60,,,,,
CEDRO,Rad. Inc. total (MJ/m2),2013-04-11 00:00:00,0.00,,,,,
CEDRO,Pressão atmosférica (hPa),2013-04-11 00:00:00,979.80,,,,,
CEDRO,Precipit. Pluviométrica (mm),2013-04-11 00:00:00,0.00,,,,,
CEDRO,Direção do vento (graus),2013-04-11 00:00:00,153.00,,,,,
CAMOCIM,Veloc. do vento media 10m (m/s),2013-04-11 00:00:00,0.00,,,,,
CAMOCIM,Umidade Relativa (%),2013-04-11 00:00:00,81.60,,,,,
CAMOCIM,Temp. do Ar (ºC),2013-04-11 00:00:00,23.20,,,,,
CAMOCIM,Rad. Inc. total (MJ/m2),2013-04-11 00:00:00,0.84,,,,,
CAMOCIM,Pressão atmosférica (hPa),2013-04-11 00:00:00,1008.30,,,,,
CAMOCIM,Precipit. Pluviométrica (mm),2013-04-11 00:00:00,153.60,,,,,
CAMOCIM,Direção do vento (graus),2013-04-11 00:00:00,0.00,,,,,
BANABUIU,Veloc. do vento media 10m (m/s),2013-04-11 00:00:00,3.70,,,,,
BANABUIU,Umidade Relativa (%),2013-04-11 00:00:00,65.60,,,,,
BANABUIU,Temp. do Ar (ºC),2013-04-11 00:00:00,27.50,,,,,
BANABUIU,Rad. Inc. total (MJ/m2),2013-04-11 00:00:00,0.00,,,,,
BANABUIU,Pressão atmosférica (hPa),2013-04-11 00:00:00,993.10,,,,,
BANABUIU,Precipit. Pluviométrica (mm),2013-04-11 00:00:00,0.00,,,,,
BANABUIU,Direção do vento (graus),2013-04-11 00:00:00,36.00,,,,,
ARARIPE,Veloc. do vento media 10m (m/s),2013-04-11 00:00:00,1.40,,,,,
ARARIPE,Umidade Relativa (%),2013-04-11 00:00:00,76.80,,,,,
ARARIPE,Temp. do Ar (ºC),2013-04-11 00:00:00,23.00,,,,,
ARARIPE,Rad. Inc. total (MJ/m2),2013-04-11 00:00:00,0.00,,,,,
ARARIPE,Pressão atmosférica (hPa),2013-04-11 00:00:00,937.70,,,,,
ARARIPE,Precipit. Pluviométrica (mm),2013-04-11 00:00:00,0.00,,,,,
ARARIPE,Direção do vento (graus),2013-04-11 00:00:00,99.00,,,,,
ARACOIABA,Veloc. do vento media 10m (m/s),2013-04-11 00:00:00,0.70,,,,,
ARACOIABA,Umidade Relativa (%),2013-04-11 00:00:00,27.20,,,,,
ARACOIABA,Temp. do Ar (ºC),2013-04-11 00:00:00,51.10,,,,,
ARACOIABA,Rad. Inc. total (MJ/m2),2013-04-11 00:00:00,0.00,,,,,
ARACOIABA,Pressão atmosférica (hPa),2013-04-11 00:00:00,995.90,,,,,
ARACOIABA,Precipit. Pluviométrica (mm),2013-04-11 00:00:00,0.00,,,,,
ARACOIABA,Direção do vento (graus),2013-04-11 00:00:00,48.00,,,,,
ITAICABA,Veloc. do vento media 10m (m/s),2013-04-11 00:00:00,0.00,,,,,
ITAICABA,Umidade Relativa (%),2013-04-11 00:00:00,72.00,,,,,
ITAICABA,Temp. do Ar (ºC),2013-04-11 00:00:00,28.00,,,,,
ITAICABA,Rad. Inc. total (MJ/m2),2013-04-11 00:00:00,0.00,,,,,
ITAICABA,Pressão atmosférica (hPa),2013-04-11 00:00:00,1008.00,,,,,
ITAICABA,Precipit. Pluviométrica (mm),2013-04-11 00:00:00,0.00,,,,,
ITAICABA,Direção do vento (graus),2013-04-11 00:00:00,0.00,,,,,
ACARAU,Veloc. do vento media 10m (m/s),2013-04-11 00:00:00,0.00,,,,,
ACARAU,Umidade Relativa (%),2013-04-11 00:00:00,100.80,,,,,
ACARAU,Temp. do Ar (ºC),2013-04-11 00:00:00,18.20,,,,,
ACARAU,Rad. Inc. total (MJ/m2),2013-04-11 00:00:00,0.00,,,,,
ACARAU,Pressão atmosférica (hPa),2013-04-11 00:00:00,1011.40,,,,,
ACARAU,Precipit. Pluviométrica (mm),2013-04-11 00:00:00,0.00,,,,,
ACARAU,Direção do vento (graus),2013-04-11 00:00:00,0.00,,,,,
SAO GONCALO,Veloc. do vento media 10m (m/s),2013-04-11 03:00:00,0.00,,,,,
SAO GONCALO,Umidade Relativa (%),2013-04-11 03:00:00,0.00,,,,,
SAO GONCALO,Temp. do Ar (ºC),2013-04-11 03:00:00,0.00,,,,,
SAO GONCALO,Rad. Inc. total (MJ/m2),2013-04-11 03:00:00,0.00,,,,,
SAO GONCALO,Pressão atmosférica (hPa),2013-04-11 03:00:00,953.00,,,,,
SAO GONCALO,Precipit. Pluviométrica (mm),2013-04-11 03:00:00,0.00,,,,,
SAO GONCALO,Direção do vento (graus),2013-04-11 03:00:00,0.00,,,,,
SANTANA DO CARIRI,Veloc. do vento media 10m (m/s),2013-04-11 03:00:00,0.00,,,,,
SANTANA DO CARIRI,Umidade Relativa (%),2013-04-11 03:00:00,0.00,,,,,
SANTANA DO CARIRI,Temp. do Ar (ºC),2013-04-11 03:00:00,0.00,,,,,
SANTANA DO CARIRI,Rad. Inc. total (MJ/m2),2013-04-11 03:00:00,0.00,,,,,
SANTANA DO CARIRI,Pressão atmosférica (hPa),2013-04-11 03:00:00,850.00,,,,,
SANTANA DO CARIRI,Precipit. Pluviométrica (mm),2013-04-11 03:00:00,0.00,,,,,
SANTANA DO CARIRI,Direção do vento (graus),2013-04-11 03:00:00,0.00,,,,,
CAUCAIA,Veloc. do vento media 10m (m/s),2013-04-11 03:00:00,1.80,,,,,
CAUCAIA,Umidade Relativa (%),2013-04-11 03:00:00,97.60,,,,,
CAUCAIA,Temp. do Ar (ºC),2013-04-11 03:00:00,15.30,,,,,
CAUCAIA,Rad. Inc. total (MJ/m2),2013-04-11 03:00:00,0.00,,,,,
CAUCAIA,Pressão atmosférica (hPa),2013-04-11 03:00:00,1004.70,,,,,
CAUCAIA,Precipit. Pluviométrica (mm),2013-04-11 03:00:00,0.00,,,,,
CAUCAIA,Direção do vento (graus),2013-04-11 03:00:00,36.00,,,,,
SANTA QUITERIA,Veloc. do vento media 10m (m/s),2013-04-11 03:00:00,0.00,,,,,
SANTA QUITERIA,Umidade Relativa (%),2013-04-11 03:00:00,0.00,,,,,
SANTA QUITERIA,Temp. do Ar (ºC),2013-04-11 03:00:00,0.00,,,,,
SANTA QUITERIA,Rad. Inc. total (MJ/m2),2013-04-11 03:00:00,0.00,,,,,
SANTA QUITERIA,Pressão atmosférica (hPa),2013-04-11 03:00:00,953.00,,,,,
SANTA QUITERIA,Precipit. Pluviométrica (mm),2013-04-11 03:00:00,0.00,,,,,
SANTA QUITERIA,Direção do vento (graus),2013-04-11 03:00:00,0.00,,,,,
BANABUIU,Veloc. do vento media 10m (m/s),2013-04-11 03:00:00,3.40,,,,,
BANABUIU,Umidade Relativa (%),2013-04-11 03:00:00,81.60,,,,,
BANABUIU,Temp. do Ar (ºC),2013-04-11 03:00:00,25.40,,,,,
BANABUIU,Rad. Inc. total (MJ/m2),2013-04-11 03:00:00,0.00,,,,,
BANABUIU,Pressão atmosférica (hPa),2013-04-11 03:00:00,993.00,,,,,
BANABUIU,Precipit. Pluviométrica (mm),2013-04-11 03:00:00,0.00,,,,,
BANABUIU,Direção do vento (graus),2013-04-11 03:00:00,42.00,,,,,
ITATIRA,Veloc. do vento media 10m (m/s),2013-04-11 03:00:00,0.00,,,,,
ITATIRA,Umidade Relativa (%),2013-04-11 03:00:00,0.00,,,,,
ITATIRA,Temp. do Ar (ºC),2013-04-11 03:00:00,0.00,,,,,
ITATIRA,Rad. Inc. total (MJ/m2),2013-04-11 03:00:00,0.00,,,,,
ITATIRA,Pressão atmosférica (hPa),2013-04-11 03:00:00,856.40,,,,,
ITATIRA,Precipit. Pluviométrica (mm),2013-04-11 03:00:00,0.00,,,,,
ITATIRA,Direção do vento (graus),2013-04-11 03:00:00,0.00,,,,,
ARATUBA,Veloc. do vento media 10m (m/s),2013-04-11 03:00:00,2.40,,,,,
ARATUBA,Umidade Relativa (%),2013-04-11 03:00:00,22.40,,,,,
ARATUBA,Temp. do Ar (ºC),2013-04-11 03:00:00,51.10,,,,,
ARATUBA,Rad. Inc. total (MJ/m2),2013-04-11 03:00:00,0.00,,,,,
ARATUBA,Pressão atmosférica (hPa),2013-04-11 03:00:00,918.90,,,,,
ARATUBA,Precipit. Pluviométrica (mm),2013-04-11 03:00:00,0.00,,,,,
ARATUBA,Direção do vento (graus),2013-04-11 03:00:00,93.00,,,,,
CANINDE-CANGATI,Veloc. do vento media 10m (m/s),2013-04-11 03:00:00,1.80,,,,,
CANINDE-CANGATI,Umidade Relativa (%),2013-04-11 03:00:00,25.60,,,,,
CANINDE-CANGATI,Temp. do Ar (ºC),2013-04-11 03:00:00,2.60,,,,,
CANINDE-CANGATI,Rad. Inc. total (MJ/m2),2013-04-11 03:00:00,0.00,,,,,
CANINDE-CANGATI,Pressão atmosférica (hPa),2013-04-11 03:00:00,979.90,,,,,
CANINDE-CANGATI,Precipit. Pluviométrica (mm),2013-04-11 03:00:00,0.00,,,,,
CANINDE-CANGATI,Direção do vento (graus),2013-04-11 03:00:00,69.00,,,,,
SOBRAL,Veloc. do vento media 10m (m/s),2013-04-11 03:00:00,0.00,,,,,
SOBRAL,Umidade Relativa (%),2013-04-11 03:00:00,100.80,,,,,
SOBRAL,Temp. do Ar (ºC),2013-04-11 03:00:00,51.10,,,,,
SOBRAL,Rad. Inc. total (MJ/m2),2013-04-11 03:00:00,0.00,,,,,
SOBRAL,Pressão atmosférica (hPa),2013-04-11 03:00:00,857.00,,,,,
SOBRAL,Precipit. Pluviométrica (mm),2013-04-11 03:00:00,0.00,,,,,
SOBRAL,Direção do vento (graus),2013-04-11 03:00:00,0.00,,,,,
MARANGUAPE,Veloc. do vento media 10m (m/s),2013-04-11 03:00:00,1.90,,,,,
MARANGUAPE,Umidade Relativa (%),2013-04-11 03:00:00,100.80,,,,,
MARANGUAPE,Temp. do Ar (ºC),2013-04-11 03:00:00,51.10,,,,,
MARANGUAPE,Rad. Inc. total (MJ/m2),2013-04-11 03:00:00,0.00,,,,,
MARANGUAPE,Pressão atmosférica (hPa),2013-04-11 03:00:00,995.10,,,,,
MARANGUAPE,Precipit. Pluviométrica (mm),2013-04-11 03:00:00,0.00,,,,,
MARANGUAPE,Direção do vento (graus),2013-04-11 03:00:00,111.00,,,,,
PENTECOSTE,Veloc. do vento media 10m (m/s),2013-04-11 03:00:00,0.00,,,,,
PENTECOSTE,Umidade Relativa (%),2013-04-11 03:00:00,65.60,,,,,
PENTECOSTE,Temp. do Ar (ºC),2013-04-11 03:00:00,26.00,,,,,
PENTECOSTE,Rad. Inc. total (MJ/m2),2013-04-11 03:00:00,0.00,,,,,
PENTECOSTE,Pressão atmosférica (hPa),2013-04-11 03:00:00,1002.40,,,,,
PENTECOSTE,Precipit. Pluviométrica (mm),2013-04-11 03:00:00,0.00,,,,,
PENTECOSTE,Direção do vento (graus),2013-04-11 03:00:00,0.00,,,,,
PEDRA BRANCA,Veloc. do vento media 10m (m/s),2013-04-11 03:00:00,0.00,,,,,
PEDRA BRANCA,Umidade Relativa (%),2013-04-11 03:00:00,73.60,,,,,
PEDRA BRANCA,Temp. do Ar (ºC),2013-04-11 03:00:00,23.50,,,,,
PEDRA BRANCA,Rad. Inc. total (MJ/m2),2013-04-11 03:00:00,0.00,,,,,
PEDRA BRANCA,Pressão atmosférica (hPa),2013-04-11 03:00:00,953.60,,,,,
PEDRA BRANCA,Precipit. Pluviométrica (mm),2013-04-11 03:00:00,0.00,,,,,
PEDRA BRANCA,Direção do vento (graus),2013-04-11 03:00:00,0.00,,,,,
AIUABA,Veloc. do vento media 10m (m/s),2013-04-11 03:00:00,0.00,,,,,
AIUABA,Umidade Relativa (%),2013-04-11 03:00:00,80.00,,,,,
AIUABA,Temp. do Ar (ºC),2013-04-11 03:00:00,20.10,,,,,
AIUABA,Rad. Inc. total (MJ/m2),2013-04-11 03:00:00,0.00,,,,,
AIUABA,Pressão atmosférica (hPa),2013-04-11 03:00:00,952.00,,,,,
AIUABA,Precipit. Pluviométrica (mm),2013-04-11 03:00:00,0.00,,,,,
AIUABA,Direção do vento (graus),2013-04-11 03:00:00,0.00,,,,,
UBAJARA,Veloc. do vento media 10m (m/s),2013-04-11 03:00:00,5.60,,,,,
UBAJARA,Umidade Relativa (%),2013-04-11 03:00:00,83.20,,,,,
UBAJARA,Temp. do Ar (ºC),2013-04-11 03:00:00,22.70,,,,,
UBAJARA,Rad. Inc. total (MJ/m2),2013-04-11 03:00:00,0.00,,,,,
UBAJARA,Pressão atmosférica (hPa),2013-04-11 03:00:00,928.40,,,,,
UBAJARA,Precipit. Pluviométrica (mm),2013-04-11 03:00:00,0.00,,,,,
UBAJARA,Direção do vento (graus),2013-04-11 03:00:00,15.00,,,,,
