Estação ,Sensores ,Data Hora,Valor ,,,,,
PEDRA BRANCA,Precipit. Pluviométrica (mm),2013-04-05 15:00:00,0.00,,,,,
PEDRA BRANCA,Direção do vento (graus),2013-04-05 15:00:00,0.00,,,,,
ITATIRA,Veloc. do vento media 10m (m/s),2013-04-05 15:00:00,0.00,,,,,
ITATIRA,Umidade Relativa (%),2013-04-05 15:00:00,0.00,,,,,
ITATIRA,Temp. do Ar (ºC),2013-04-05 15:00:00,0.00,,,,,
ITATIRA,Rad. Inc. total (MJ/m2),2013-04-05 15:00:00,0.00,,,,,
ITATIRA,Pressão atmosférica (hPa),2013-04-05 15:00:00,850.00,,,,,
ITATIRA,Precipit. Pluviométrica (mm),2013-04-05 15:00:00,0.00,,,,,
ITATIRA,Direção do vento (graus),2013-04-05 15:00:00,0.00,,,,,
AIUABA,Veloc. do vento media 10m (m/s),2013-04-05 15:00:00,0.00,,,,,
AIUABA,Umidade Relativa (%),2013-04-05 15:00:00,60.80,,,,,
AIUABA,Temp. do Ar (ºC),2013-04-05 15:00:00,27.70,,,,,
AIUABA,Rad. Inc. total (MJ/m2),2013-04-05 15:00:00,2.46,,,,,
AIUABA,Pressão atmosférica (hPa),2013-04-05 15:00:00,953.00,,,,,
AIUABA,Precipit. Pluviométrica (mm),2013-04-05 15:00:00,0.00,,,,,
AIUABA,Direção do vento (graus),2013-04-05 15:00:00,0.00,,,,,
UBAJARA,Veloc. do vento media 10m (m/s),2013-04-05 15:00:00,4.20,,,,,
UBAJARA,Umidade Relativa (%),2013-04-05 15:00:00,49.60,,,,,
UBAJARA,Temp. do Ar (ºC),2013-04-05 15:00:00,3.60,,,,,
UBAJARA,Rad. Inc. total (MJ/m2),2013-04-05 15:00:00,7.18,,,,,
UBAJARA,Pressão atmosférica (hPa),2013-04-05 15:00:00,930.70,,,,,
UBAJARA,Precipit. Pluviométrica (mm),2013-04-05 15:00:00,0.00,,,,,
UBAJARA,Direção do vento (graus),2013-04-05 15:00:00,12.00,,,,,
TABULEIRO DO NORTE,Veloc. do vento media 10m (m/s),2013-04-05 15:00:00,0.00,,,,,
TABULEIRO DO NORTE,Umidade Relativa (%),2013-04-05 15:00:00,40.00,,,,,
TABULEIRO DO NORTE,Temp. do Ar (ºC),2013-04-05 15:00:00,34.20,,,,,
TABULEIRO DO NORTE,Rad. Inc. total (MJ/m2),2013-04-05 15:00:00,6.96,,,,,
TABULEIRO DO NORTE,Pressão atmosférica (hPa),2013-04-05 15:00:00,999.10,,,,,
TABULEIRO DO NORTE,Precipit. Pluviométrica (mm),2013-04-05 15:00:00,0.00,,,,,
TABULEIRO DO NORTE,Direção do vento (graus),2013-04-05 15:00:00,0.00,,,,,
SAO BENEDITO,Veloc. do vento media 10m (m/s),2013-04-05 15:00:00,0.00,,,,,
SAO BENEDITO,Umidade Relativa (%),2013-04-05 15:00:00,76.80,,,,,
SAO BENEDITO,Temp. do Ar (ºC),2013-04-05 15:00:00,10.90,,,,,
SAO BENEDITO,Rad. Inc. total (MJ/m2),2013-04-05 15:00:00,6.29,,,,,
SAO BENEDITO,Pressão atmosférica (hPa),2013-04-05 15:00:00,917.70,,,,,
SAO BENEDITO,Precipit. Pluviométrica (mm),2013-04-05 15:00:00,0.00,,,,,
SAO BENEDITO,Direção do vento (graus),2013-04-05 15:00:00,0.00,,,,,
SANTANA DO CARIRI,Veloc. do vento media 10m (m/s),2013-04-05 15:00:00,0.00,,,,,
SANTANA DO CARIRI,Umidade Relativa (%),2013-04-05 15:00:00,78.40,,,,,
SANTANA DO CARIRI,Temp. do Ar (ºC),2013-04-05 15:00:00,27.80,,,,,
SANTANA DO CARIRI,Rad. Inc. total (MJ/m2),2013-04-05 15:00:00,2.81,,,,,
SANTANA DO CARIRI,Pressão atmosférica (hPa),2013-04-05 15:00:00,959.10,,,,,
SANTANA DO CARIRI,Precipit. Pluviométrica (mm),2013-04-05 15:00:00,0.00,,,,,
SANTANA DO CARIRI,Direção do vento (graus),2013-04-05 15:00:00,0.00,,,,,
SANTA QUITERIA,Veloc. do vento media 10m (m/s),2013-04-05 15:00:00,0.00,,,,,
SANTA QUITERIA,Umidade Relativa (%),2013-04-05 15:00:00,76.80,,,,,
SANTA QUITERIA,Temp. do Ar (ºC),2013-04-05 15:00:00,31.40,,,,,
SANTA QUITERIA,Rad. Inc. total (MJ/m2),2013-04-05 15:00:00,4.99,,,,,
SANTA QUITERIA,Pressão atmosférica (hPa),2013-04-05 15:00:00,987.10,,,,,
SANTA QUITERIA,Precipit. Pluviométrica (mm),2013-04-05 15:00:00,0.00,,,,,
SANTA QUITERIA,Direção do vento (graus),2013-04-05 15:00:00,0.00,,,,,
QUIXERAMOBIM,Veloc. do vento media 10m (m/s),2013-04-05 15:00:00,0.00,,,,,
QUIXERAMOBIM,Umidade Relativa (%),2013-04-05 15:00:00,0.00,,,,,
QUIXERAMOBIM,Temp. do Ar (ºC),2013-04-05 15:00:00,0.00,,,,,
QUIXERAMOBIM,Rad. Inc. total (MJ/m2),2013-04-05 15:00:00,0.00,,,,,
QUIXERAMOBIM,Pressão atmosférica (hPa),2013-04-05 15:00:00,850.00,,,,,
QUIXERAMOBIM,Precipit. Pluviométrica (mm),2013-04-05 15:00:00,0.00,,,,,
QUIXERAMOBIM,Direção do vento (graus),2013-04-05 15:00:00,0.00,,,,,
QUIXADA,Veloc. do vento media 10m (m/s),2013-04-05 15:00:00,4.40,,,,,
QUIXADA,Umidade Relativa (%),2013-04-05 15:00:00,33.60,,,,,
QUIXADA,Temp. do Ar (ºC),2013-04-05 15:00:00,51.10,,,,,
QUIXADA,Rad. Inc. total (MJ/m2),2013-04-05 15:00:00,7.85,,,,,
QUIXADA,Pressão atmosférica (hPa),2013-04-05 15:00:00,988.10,,,,,
QUIXADA,Precipit. Pluviométrica (mm),2013-04-05 15:00:00,0.00,,,,,
QUIXADA,Direção do vento (graus),2013-04-05 15:00:00,93.00,,,,,
LAVRAS DA MANGABEIRA,Veloc. do vento media 10m (m/s),2013-04-05 15:00:00,0.00,,,,,
LAVRAS DA MANGABEIRA,Umidade Relativa (%),2013-04-05 15:00:00,70.40,,,,,
LAVRAS DA MANGABEIRA,Temp. do Ar (ºC),2013-04-05 15:00:00,27.00,,,,,
LAVRAS DA MANGABEIRA,Rad. Inc. total (MJ/m2),2013-04-05 15:00:00,6.85,,,,,
LAVRAS DA MANGABEIRA,Pressão atmosférica (hPa),2013-04-05 15:00:00,980.70,,,,,
LAVRAS DA MANGABEIRA,Precipit. Pluviométrica (mm),2013-04-05 15:00:00,0.00,,,,,
LAVRAS DA MANGABEIRA,Direção do vento (graus),2013-04-05 15:00:00,0.00,,,,,
JERICOACOARA,Veloc. do vento media 10m (m/s),2013-04-05 15:00:00,0.00,,,,,
JERICOACOARA,Umidade Relativa (%),2013-04-05 15:00:00,86.40,,,,,
JERICOACOARA,Temp. do Ar (ºC),2013-04-05 15:00:00,25.70,,,,,
JERICOACOARA,Rad. Inc. total (MJ/m2),2013-04-05 15:00:00,10.56,,,,,
JERICOACOARA,Pressão atmosférica (hPa),2013-04-05 15:00:00,1015.00,,,,,
JERICOACOARA,Precipit. Pluviométrica (mm),2013-04-05 15:00:00,409.60,,,,,
JERICOACOARA,Direção do vento (graus),2013-04-05 15:00:00,0.00,,,,,
JAGUARUANA,Veloc. do vento media 10m (m/s),2013-04-05 15:00:00,0.00,,,,,
JAGUARUANA,Umidade Relativa (%),2013-04-05 15:00:00,46.40,,,,,
JAGUARUANA,Temp. do Ar (ºC),2013-04-05 15:00:00,30.50,,,,,
JAGUARUANA,Rad. Inc. total (MJ/m2),2013-04-05 15:00:00,5.50,,,,,
JAGUARUANA,Pressão atmosférica (hPa),2013-04-05 15:00:00,1011.30,,,,,
JAGUARUANA,Precipit. Pluviométrica (mm),2013-04-05 15:00:00,0.00,,,,,
JAGUARUANA,Direção do vento (graus),2013-04-05 15:00:00,0.00,,,,,
ITAPIPOCA,Veloc. do vento media 10m (m/s),2013-04-05 15:00:00,3.80,,,,,
ITAPIPOCA,Umidade Relativa (%),2013-04-05 15:00:00,100.80,,,,,
ITAPIPOCA,Temp. do Ar (ºC),2013-04-05 15:00:00,16.40,,,,,
ITAPIPOCA,Rad. Inc. total (MJ/m2),2013-04-05 15:00:00,0.00,,,,,
ITAPIPOCA,Pressão atmosférica (hPa),2013-04-05 15:00:00,1054.70,,,,,
ITAPIPOCA,Precipit. Pluviométrica (mm),2013-04-05 15:00:00,11.40,,,,,
ITAPIPOCA,Direção do vento (graus),2013-04-05 15:00:00,303.00,,,,,
IGUATU,Veloc. do vento media 10m (m/s),2013-04-05 15:00:00,0.00,,,,,
IGUATU,Umidade Relativa (%),2013-04-05 15:00:00,72.00,,,,,
IGUATU,Temp. do Ar (ºC),2013-04-05 15:00:00,28.10,,,,,
IGUATU,Rad. Inc. total (MJ/m2),2013-04-05 15:00:00,3.32,,,,,
IGUATU,Pressão atmosférica (hPa),2013-04-05 15:00:00,987.60,,,,,
IGUATU,Precipit. Pluviométrica (mm),2013-04-05 15:00:00,0.00,,,,,
IGUATU,Direção do vento (graus),2013-04-05 15:00:00,0.00,,,,,
IBARETAMA,Veloc. do vento media 10m (m/s),2013-04-05 15:00:00,0.00,,,,,
IBARETAMA,Umidade Relativa (%),2013-04-05 15:00:00,12.80,,,,,
IBARETAMA,Temp. do Ar (ºC),2013-04-05 15:00:00,17.70,,,,,
IBARETAMA,Rad. Inc. total (MJ/m2),2013-04-05 15:00:00,2.65,,,,,
IBARETAMA,Pressão atmosférica (hPa),2013-04-05 15:00:00,1053.10,,,,,
IBARETAMA,Precipit. Pluviométrica (mm),2013-04-05 15:00:00,0.00,,,,,
IBARETAMA,Direção do vento (graus),2013-04-05 15:00:00,0.00,,,,,
CRATO,Veloc. do vento media 10m (m/s),2013-04-05 15:00:00,1.80,,,,,
CRATO,Umidade Relativa (%),2013-04-05 15:00:00,76.80,,,,,
CRATO,Temp. do Ar (ºC),2013-04-05 15:00:00,22.60,,,,,
CRATO,Rad. Inc. total (MJ/m2),2013-04-05 15:00:00,5.23,,,,,
CRATO,Pressão atmosférica (hPa),2013-04-05 15:00:00,914.90,,,,,
CRATO,Precipit. Pluviométrica (mm),2013-04-05 15:00:00,0.40,,,,,
CRATO,Direção do vento (graus),2013-04-05 15:00:00,9.00,,,,,
CEDRO,Veloc. do vento media 10m (m/s),2013-04-05 15:00:00,2.90,,,,,
CEDRO,Umidade Relativa (%),2013-04-05 15:00:00,70.40,,,,,
CEDRO,Temp. do Ar (ºC),2013-04-05 15:00:00,28.90,,,,,
CEDRO,Rad. Inc. total (MJ/m2),2013-04-05 15:00:00,4.84,,,,,
CEDRO,Pressão atmosférica (hPa),2013-04-05 15:00:00,982.30,,,,,
CEDRO,Precipit. Pluviométrica (mm),2013-04-05 15:00:00,0.00,,,,,
CEDRO,Direção do vento (graus),2013-04-05 15:00:00,87.00,,,,,
CAMOCIM,Veloc. do vento media 10m (m/s),2013-04-05 15:00:00,0.00,,,,,
CAMOCIM,Umidade Relativa (%),2013-04-05 15:00:00,78.40,,,,,
CAMOCIM,Temp. do Ar (ºC),2013-04-05 15:00:00,23.70,,,,,
CAMOCIM,Rad. Inc. total (MJ/m2),2013-04-05 15:00:00,6.14,,,,,
CAMOCIM,Pressão atmosférica (hPa),2013-04-05 15:00:00,1010.60,,,,,
CAMOCIM,Precipit. Pluviométrica (mm),2013-04-05 15:00:00,4.80,,,,,
CAMOCIM,Direção do vento (graus),2013-04-05 15:00:00,0.00,,,,,
BANABUIU,Veloc. do vento media 10m (m/s),2013-04-05 15:00:00,2.00,,,,,
BANABUIU,Umidade Relativa (%),2013-04-05 15:00:00,51.20,,,,,
BANABUIU,Temp. do Ar (ºC),2013-04-05 15:00:00,30.60,,,,,
BANABUIU,Rad. Inc. total (MJ/m2),2013-04-05 15:00:00,5.75,,,,,
BANABUIU,Pressão atmosférica (hPa),2013-04-05 15:00:00,994.40,,,,,
BANABUIU,Precipit. Pluviométrica (mm),2013-04-05 15:00:00,0.00,,,,,
BANABUIU,Direção do vento (graus),2013-04-05 15:00:00,75.00,,,,,
ARARIPE,Veloc. do vento media 10m (m/s),2013-04-05 15:00:00,2.40,,,,,
ARARIPE,Umidade Relativa (%),2013-04-05 15:00:00,68.80,,,,,
ARARIPE,Temp. do Ar (ºC),2013-04-05 15:00:00,26.10,,,,,
ARARIPE,Rad. Inc. total (MJ/m2),2013-04-05 15:00:00,5.64,,,,,
ARARIPE,Pressão atmosférica (hPa),2013-04-05 15:00:00,939.20,,,,,
ARARIPE,Precipit. Pluviométrica (mm),2013-04-05 15:00:00,0.00,,,,,
ARARIPE,Direção do vento (graus),2013-04-05 15:00:00,69.00,,,,,
ARACOIABA,Veloc. do vento media 10m (m/s),2013-04-05 15:00:00,0.50,,,,,
ARACOIABA,Umidade Relativa (%),2013-04-05 15:00:00,32.00,,,,,
ARACOIABA,Temp. do Ar (ºC),2013-04-05 15:00:00,51.10,,,,,
ARACOIABA,Rad. Inc. total (MJ/m2),2013-04-05 15:00:00,9.00,,,,,
ARACOIABA,Pressão atmosférica (hPa),2013-04-05 15:00:00,996.40,,,,,
ARACOIABA,Precipit. Pluviométrica (mm),2013-04-05 15:00:00,0.20,,,,,
ARACOIABA,Direção do vento (graus),2013-04-05 15:00:00,78.00,,,,,
ITAICABA,Veloc. do vento media 10m (m/s),2013-04-05 15:00:00,0.00,,,,,
ITAICABA,Umidade Relativa (%),2013-04-05 15:00:00,43.20,,,,,
ITAICABA,Temp. do Ar (ºC),2013-04-05 15:00:00,32.40,,,,,
ITAICABA,Rad. Inc. total (MJ/m2),2013-04-05 15:00:00,7.12,,,,,
ITAICABA,Pressão atmosférica (hPa),2013-04-05 15:00:00,1008.50,,,,,
ITAICABA,Precipit. Pluviométrica (mm),2013-04-05 15:00:00,0.00,,,,,
ITAICABA,Direção do vento (graus),2013-04-05 15:00:00,0.00,,,,,
ACARAU,Veloc. do vento media 10m (m/s),2013-04-05 15:00:00,0.00,,,,,
ACARAU,Umidade Relativa (%),2013-04-05 15:00:00,1.60,,,,,
ACARAU,Temp. do Ar (ºC),2013-04-05 15:00:00,39.50,,,,,
ACARAU,Rad. Inc. total (MJ/m2),2013-04-05 15:00:00,5.62,,,,,
ACARAU,Pressão atmosférica (hPa),2013-04-05 15:00:00,1013.10,,,,,
ACARAU,Precipit. Pluviométrica (mm),2013-04-05 15:00:00,0.00,,,,,
ACARAU,Direção do vento (graus),2013-04-05 15:00:00,0.00,,,,,
ARATUBA,Veloc. do vento media 10m (m/s),2013-04-05 18:00:00,1.80,,,,,
ARATUBA,Umidade Relativa (%),2013-04-05 18:00:00,30.40,,,,,
ARATUBA,Temp. do Ar (ºC),2013-04-05 18:00:00,51.10,,,,,
ARATUBA,Rad. Inc. total (MJ/m2),2013-04-05 18:00:00,9.37,,,,,
ARATUBA,Pressão atmosférica (hPa),2013-04-05 18:00:00,918.80,,,,,
ARATUBA,Precipit. Pluviométrica (mm),2013-04-05 18:00:00,0.00,,,,,
ARATUBA,Direção do vento (graus),2013-04-05 18:00:00,102.00,,,,,
CANINDE-CANGATI,Veloc. do vento media 10m (m/s),2013-04-05 18:00:00,3.70,,,,,
CANINDE-CANGATI,Umidade Relativa (%),2013-04-05 18:00:00,35.20,,,,,
CANINDE-CANGATI,Temp. do Ar (ºC),2013-04-05 18:00:00,3.00,,,,,
CANINDE-CANGATI,Rad. Inc. total (MJ/m2),2013-04-05 18:00:00,8.35,,,,,
CANINDE-CANGATI,Pressão atmosférica (hPa),2013-04-05 18:00:00,977.50,,,,,
CANINDE-CANGATI,Precipit. Pluviométrica (mm),2013-04-05 18:00:00,0.00,,,,,
CANINDE-CANGATI,Direção do vento (graus),2013-04-05 18:00:00,93.00,,,,,
SOBRAL,Veloc. do vento media 10m (m/s),2013-04-05 18:00:00,0.70,,,,,
SOBRAL,Umidade Relativa (%),2013-04-05 18:00:00,0.00,,,,,
SOBRAL,Temp. do Ar (ºC),2013-04-05 18:00:00,0.00,,,,,
SOBRAL,Rad. Inc. total (MJ/m2),2013-04-05 18:00:00,9.70,,,,,
SOBRAL,Pressão atmosférica (hPa),2013-04-05 18:00:00,1054.70,,,,,
SOBRAL,Precipit. Pluviométrica (mm),2013-04-05 18:00:00,0.00,,,,,
SOBRAL,Direção do vento (graus),2013-04-05 18:00:00,0.00,,,,,
MARANGUAPE,Veloc. do vento media 10m (m/s),2013-04-05 18:00:00,3.30,,,,,
MARANGUAPE,Umidade Relativa (%),2013-04-05 18:00:00,100.80,,,,,
MARANGUAPE,Temp. do Ar (ºC),2013-04-05 18:00:00,51.10,,,,,
MARANGUAPE,Rad. Inc. total (MJ/m2),2013-04-05 18:00:00,0.86,,,,,
MARANGUAPE,Pressão atmosférica (hPa),2013-04-05 18:00:00,994.90,,,,,
MARANGUAPE,Precipit. Pluviométrica (mm),2013-04-05 18:00:00,0.00,,,,,
MARANGUAPE,Direção do vento (graus),2013-04-05 18:00:00,87.00,,,,,
SAO GONCALO,Veloc. do vento media 10m (m/s),2013-04-05 18:00:00,0.00,,,,,
SAO GONCALO,Umidade Relativa (%),2013-04-05 18:00:00,92.80,,,,,
SAO GONCALO,Temp. do Ar (ºC),2013-04-05 18:00:00,37.50,,,,,
SAO GONCALO,Rad. Inc. total (MJ/m2),2013-04-05 18:00:00,0.16,,,,,
SAO GONCALO,Pressão atmosférica (hPa),2013-04-05 18:00:00,1009.40,,,,,
SAO GONCALO,Precipit. Pluviométrica (mm),2013-04-05 18:00:00,5.00,,,,,
SAO GONCALO,Direção do vento (graus),2013-04-05 18:00:00,0.00,,,,,
CAUCAIA,Veloc. do vento media 10m (m/s),2013-04-05 18:00:00,2.60,,,,,
CAUCAIA,Umidade Relativa (%),2013-04-05 18:00:00,100.80,,,,,
CAUCAIA,Temp. do Ar (ºC),2013-04-05 18:00:00,20.90,,,,,
CAUCAIA,Rad. Inc. total (MJ/m2),2013-04-05 18:00:00,3.95,,,,,
CAUCAIA,Pressão atmosférica (hPa),2013-04-05 18:00:00,1005.40,,,,,
CAUCAIA,Precipit. Pluviométrica (mm),2013-04-05 18:00:00,0.00,,,,,
CAUCAIA,Direção do vento (graus),2013-04-05 18:00:00,33.00,,,,,
PENTECOSTE,Veloc. do vento media 10m (m/s),2013-04-05 18:00:00,0.00,,,,,
PENTECOSTE,Umidade Relativa (%),2013-04-05 18:00:00,33.60,,,,,
PENTECOSTE,Temp. do Ar (ºC),2013-04-05 18:00:00,30.10,,,,,
PENTECOSTE,Rad. Inc. total (MJ/m2),2013-04-05 18:00:00,6.12,,,,,
PENTECOSTE,Pressão atmosférica (hPa),2013-04-05 18:00:00,1001.70,,,,,
PENTECOSTE,Precipit. Pluviométrica (mm),2013-04-05 18:00:00,0.00,,,,,
PENTECOSTE,Direção do vento (graus),2013-04-05 18:00:00,0.00,,,,,
PEDRA BRANCA,Veloc. do vento media 10m (m/s),2013-04-05 18:00:00,0.00,,,,,
PEDRA BRANCA,Umidade Relativa (%),2013-04-05 18:00:00,59.20,,,,,
PEDRA BRANCA,Temp. do Ar (ºC),2013-04-05 18:00:00,27.80,,,,,
PEDRA BRANCA,Rad. Inc. total (MJ/m2),2013-04-05 18:00:00,6.66,,,,,
PEDRA BRANCA,Pressão atmosférica (hPa),2013-04-05 18:00:00,951.90,,,,,
PEDRA BRANCA,Precipit. Pluviométrica (mm),2013-04-05 18:00:00,0.00,,,,,
PEDRA BRANCA,Direção do vento (graus),2013-04-05 18:00:00,0.00,,,,,
ITATIRA,Veloc. do vento media 10m (m/s),2013-04-05 18:00:00,0.00,,,,,
ITATIRA,Umidade Relativa (%),2013-04-05 18:00:00,0.00,,,,,
ITATIRA,Temp. do Ar (ºC),2013-04-05 18:00:00,0.00,,,,,
ITATIRA,Rad. Inc. total (MJ/m2),2013-04-05 18:00:00,0.00,,,,,
ITATIRA,Pressão atmosférica (hPa),2013-04-05 18:00:00,850.00,,,,,
ITATIRA,Precipit. Pluviométrica (mm),2013-04-05 18:00:00,0.00,,,,,
ITATIRA,Direção do vento (graus),2013-04-05 18:00:00,0.00,,,,,
AIUABA,Veloc. do vento media 10m (m/s),2013-04-05 18:00:00,0.00,,,,,
AIUABA,Umidade Relativa (%),2013-04-05 18:00:00,56.00,,,,,
AIUABA,Temp. do Ar (ºC),2013-04-05 18:00:00,30.00,,,,,
AIUABA,Rad. Inc. total (MJ/m2),2013-04-05 18:00:00,3.71,,,,,
AIUABA,Pressão atmosférica (hPa),2013-04-05 18:00:00,949.80,,,,,
AIUABA,Precipit. Pluviométrica (mm),2013-04-05 18:00:00,0.00,,,,,
AIUABA,Direção do vento (graus),2013-04-05 18:00:00,0.00,,,,,
UBAJARA,Veloc. do vento media 10m (m/s),2013-04-05 18:00:00,3.70,,,,,
UBAJARA,Umidade Relativa (%),2013-04-05 18:00:00,68.80,,,,,
UBAJARA,Temp. do Ar (ºC),2013-04-05 18:00:00,25.00,,,,,
UBAJARA,Rad. Inc. total (MJ/m2),2013-04-05 18:00:00,4.06,,,,,
UBAJARA,Pressão atmosférica (hPa),2013-04-05 18:00:00,929.00,,,,,
UBAJARA,Precipit. Pluviométrica (mm),2013-04-05 18:00:00,0.00,,,,,
UBAJARA,Direção do vento (graus),2013-04-05 18:00:00,12.00,,,,,
TABULEIRO DO NORTE,Veloc. do vento media 10m (m/s),2013-04-05 18:00:00,0.00,,,,,
TABULEIRO DO NORTE,Umidade Relativa (%),2013-04-05 18:00:00,32.00,,,,,
TABULEIRO DO NORTE,Temp. do Ar (ºC),2013-04-05 18:00:00,35.20,,,,,
TABULEIRO DO NORTE,Rad. Inc. total (MJ/m2),2013-04-05 18:00:00,7.27,,,,,
TABULEIRO DO NORTE,Pressão atmosférica (hPa),2013-04-05 18:00:00,995.70,,,,,
TABULEIRO DO NORTE,Precipit. Pluviométrica (mm),2013-04-05 18:00:00,0.00,,,,,
TABULEIRO DO NORTE,Direção do vento (graus),2013-04-05 18:00:00,0.00,,,,,
SAO BENEDITO,Veloc. do vento media 10m (m/s),2013-04-05 18:00:00,0.00,,,,,
SAO BENEDITO,Umidade Relativa (%),2013-04-05 18:00:00,67.20,,,,,
SAO BENEDITO,Temp. do Ar (ºC),2013-04-05 18:00:00,15.30,,,,,
SAO BENEDITO,Rad. Inc. total (MJ/m2),2013-04-05 18:00:00,7.58,,,,,
SAO BENEDITO,Pressão atmosférica (hPa),2013-04-05 18:00:00,917.30,,,,,
SAO BENEDITO,Precipit. Pluviométrica (mm),2013-04-05 18:00:00,0.00,,,,,
SAO BENEDITO,Direção do vento (graus),2013-04-05 18:00:00,0.00,,,,,
SANTANA DO CARIRI,Veloc. do vento media 10m (m/s),2013-04-05 18:00:00,0.00,,,,,
SANTANA DO CARIRI,Umidade Relativa (%),2013-04-05 18:00:00,65.60,,,,,
SANTANA DO CARIRI,Temp. do Ar (ºC),2013-04-05 18:00:00,28.10,,,,,
SANTANA DO CARIRI,Rad. Inc. total (MJ/m2),2013-04-05 18:00:00,4.15,,,,,
SANTANA DO CARIRI,Pressão atmosférica (hPa),2013-04-05 18:00:00,956.30,,,,,
SANTANA DO CARIRI,Precipit. Pluviométrica (mm),2013-04-05 18:00:00,0.00,,,,,
SANTANA DO CARIRI,Direção do vento (graus),2013-04-05 18:00:00,0.00,,,,,
SANTA QUITERIA,Veloc. do vento media 10m (m/s),2013-04-05 18:00:00,0.00,,,,,
SANTA QUITERIA,Umidade Relativa (%),2013-04-05 18:00:00,100.80,,,,,
SANTA QUITERIA,Temp. do Ar (ºC),2013-04-05 18:00:00,24.30,,,,,
SANTA QUITERIA,Rad. Inc. total (MJ/m2),2013-04-05 18:00:00,1.79,,,,,
SANTA QUITERIA,Pressão atmosférica (hPa),2013-04-05 18:00:00,985.80,,,,,
SANTA QUITERIA,Precipit. Pluviométrica (mm),2013-04-05 18:00:00,23.20,,,,,
SANTA QUITERIA,Direção do vento (graus),2013-04-05 18:00:00,0.00,,,,,
QUIXERAMOBIM,Veloc. do vento media 10m (m/s),2013-04-05 18:00:00,2.30,,,,,
QUIXERAMOBIM,Umidade Relativa (%),2013-04-05 18:00:00,33.60,,,,,
QUIXERAMOBIM,Temp. do Ar (ºC),2013-04-05 18:00:00,46.80,,,,,
QUIXERAMOBIM,Rad. Inc. total (MJ/m2),2013-04-05 18:00:00,3.18,,,,,
QUIXERAMOBIM,Pressão atmosférica (hPa),2013-04-05 18:00:00,983.10,,,,,
QUIXERAMOBIM,Precipit. Pluviométrica (mm),2013-04-05 18:00:00,0.20,,,,,
QUIXERAMOBIM,Direção do vento (graus),2013-04-05 18:00:00,87.00,,,,,
QUIXADA,Veloc. do vento media 10m (m/s),2013-04-05 18:00:00,2.80,,,,,
QUIXADA,Umidade Relativa (%),2013-04-05 18:00:00,33.60,,,,,
QUIXADA,Temp. do Ar (ºC),2013-04-05 18:00:00,48.80,,,,,
QUIXADA,Rad. Inc. total (MJ/m2),2013-04-05 18:00:00,7.92,,,,,
QUIXADA,Pressão atmosférica (hPa),2013-04-05 18:00:00,985.30,,,,,
QUIXADA,Precipit. Pluviométrica (mm),2013-04-05 18:00:00,0.00,,,,,
QUIXADA,Direção do vento (graus),2013-04-05 18:00:00,99.00,,,,,
LAVRAS DA MANGABEIRA,Veloc. do vento media 10m (m/s),2013-04-05 18:00:00,0.00,,,,,
LAVRAS DA MANGABEIRA,Umidade Relativa (%),2013-04-05 18:00:00,60.80,,,,,
LAVRAS DA MANGABEIRA,Temp. do Ar (ºC),2013-04-05 18:00:00,31.70,,,,,
LAVRAS DA MANGABEIRA,Rad. Inc. total (MJ/m2),2013-04-05 18:00:00,10.81,,,,,
LAVRAS DA MANGABEIRA,Pressão atmosférica (hPa),2013-04-05 18:00:00,978.50,,,,,
LAVRAS DA MANGABEIRA,Precipit. Pluviométrica (mm),2013-04-05 18:00:00,0.00,,,,,
LAVRAS DA MANGABEIRA,Direção do vento (graus),2013-04-05 18:00:00,0.00,,,,,
JERICOACOARA,Veloc. do vento media 10m (m/s),2013-04-05 18:00:00,0.00,,,,,
JERICOACOARA,Umidade Relativa (%),2013-04-05 18:00:00,80.00,,,,,
JERICOACOARA,Temp. do Ar (ºC),2013-04-05 18:00:00,27.50,,,,,
JERICOACOARA,Rad. Inc. total (MJ/m2),2013-04-05 18:00:00,10.54,,,,,
JERICOACOARA,Pressão atmosférica (hPa),2013-04-05 18:00:00,1014.40,,,,,
JERICOACOARA,Precipit. Pluviométrica (mm),2013-04-05 18:00:00,0.00,,,,,
JERICOACOARA,Direção do vento (graus),2013-04-05 18:00:00,0.00,,,,,
JAGUARUANA,Veloc. do vento media 10m (m/s),2013-04-05 18:00:00,0.00,,,,,
JAGUARUANA,Umidade Relativa (%),2013-04-05 18:00:00,44.80,,,,,
JAGUARUANA,Temp. do Ar (ºC),2013-04-05 18:00:00,30.60,,,,,
JAGUARUANA,Rad. Inc. total (MJ/m2),2013-04-05 18:00:00,5.23,,,,,
JAGUARUANA,Pressão atmosférica (hPa),2013-04-05 18:00:00,1009.20,,,,,
JAGUARUANA,Precipit. Pluviométrica (mm),2013-04-05 18:00:00,0.00,,,,,
JAGUARUANA,Direção do vento (graus),2013-04-05 18:00:00,0.00,,,,,
ITAPIPOCA,Veloc. do vento media 10m (m/s),2013-04-05 18:00:00,3.80,,,,,
ITAPIPOCA,Umidade Relativa (%),2013-04-05 18:00:00,100.80,,,,,
ITAPIPOCA,Temp. do Ar (ºC),2013-04-05 18:00:00,16.40,,,,,
ITAPIPOCA,Rad. Inc. total (MJ/m2),2013-04-05 18:00:00,0.00,,,,,
ITAPIPOCA,Pressão atmosférica (hPa),2013-04-05 18:00:00,1054.70,,,,,
